Time (ms),X (mm^s-2),Y (mm^s-2),Z (mm^s-2)
5234,7.80,1060.80,23.40
5254,0.00,1021.80,0.00
5276,7.80,1060.80,0.00
5296,0.00,998.40,0.00
5318,0.00,1045.20,23.40
5338,23.40,1006.20,23.40
5361,7.80,1021.80,0.00
5388,0.00,1045.20,0.00
5415,0.00,1029.60,0.00
5436,0.00,1006.20,0.00
5456,23.40,1014.00,0.00
5478,7.80,1037.40,15.60
5499,0.00,1045.20,7.80
5520,0.00,998.40,0.00
5541,7.80,1037.40,15.60
5563,7.80,1029.60,0.00
5584,31.20,1014.00,0.00
5605,7.80,1037.40,23.40
5626,0.00,1037.40,0.00
5647,0.00,1021.80,0.00
5668,46.80,1021.80,0.00
5689,7.80,1021.80,23.40
5710,15.60,1053.00,0.00
5732,0.00,1029.60,15.60
5753,23.40,1045.20,15.60
5774,0.00,1037.40,7.80
5795,7.80,1029.60,0.00
5817,23.40,1029.60,15.60
5844,0.00,1037.40,0.00
5866,31.20,1014.00,15.60
5886,7.80,1045.20,7.80
5908,7.80,1021.80,7.80
5928,0.00,1029.60,7.80
5951,0.00,1045.20,0.00
5970,0.00,1021.80,15.60
5993,23.40,1029.60,23.40
6013,0.00,1037.40,0.00
6035,0.00,1021.80,15.60
6055,7.80,998.40,15.60
6077,0.00,1045.20,23.40
6097,15.60,1029.60,7.80
6119,15.60,998.40,7.80
6140,23.40,1029.60,7.80
6162,0.00,1006.20,0.00
6182,0.00,1037.40,0.00
6203,0.00,1021.80,0.00
6223,0.00,1021.80,7.80
6245,7.80,1014.00,0.00
6272,0.00,1006.20,0.00
6293,7.80,1014.00,15.60
6314,23.40,998.40,0.00
6335,7.80,1029.60,23.40
6365,7.80,1021.80,0.00
6391,0.00,1053.00,15.60
6412,15.60,1014.00,39.00
6433,0.00,1053.00,0.00
6454,23.40,1014.00,23.40
6475,0.00,1021.80,0.00
6496,0.00,1045.20,7.80
6517,0.00,998.40,0.00
6538,0.00,1045.20,23.40
6559,0.00,1006.20,0.00
6580,0.00,1021.80,7.80
6601,7.80,1006.20,0.00
6622,0.00,998.40,0.00
6643,23.40,1006.20,0.00
6664,23.40,1029.60,7.80
6685,31.20,1006.20,15.60
6707,15.60,998.40,54.60
6734,39.00,1014.00,23.40
6756,23.40,1014.00,31.20
6777,46.80,1006.20,46.80
6799,0.00,998.40,0.00
6819,7.80,998.40,15.60
6841,15.60,1029.60,7.80
6861,15.60,1006.20,0.00
6884,7.80,1014.00,7.80
6904,15.60,1021.80,23.40
6926,7.80,1037.40,0.00
6946,23.40,998.40,15.60
6969,0.00,1037.40,0.00
6989,15.60,1029.60,15.60
7011,7.80,1029.60,23.40
7031,0.00,1029.60,7.80
7054,0.00,1045.20,0.00
7073,23.40,1045.20,31.20
7096,15.60,998.40,0.00
7116,0.00,998.40,0.00
7138,7.80,1045.20,23.40
7158,7.80,1029.60,0.00
7187,7.80,998.40,7.80
7208,15.60,998.40,0.00
7229,15.60,1021.80,0.00
7250,0.00,1068.60,15.60
7271,23.40,1029.60,23.40
7293,31.20,1232.40,0.00
7314,46.80,1138.80,23.40
7335,-46.80,1138.80,46.80
7357,0.00,1115.40,0.00
7378,-507.00,959.40,-78.00
7399,-78.00,873.60,7.80
7420,109.20,873.60,93.60
7441,7.80,975.00,54.60
7463,54.60,1115.40,54.60
7484,0.00,826.80,-117.00
7505,85.80,1053.00,-226.20
7527,-46.80,1068.60,132.60
7548,85.80,1575.60,46.80
7569,54.60,951.60,0.00
7590,0.00,1115.40,-78.00
7617,46.80,1006.20,-124.80
7640,288.60,1014.00,-101.40
7660,46.80,1084.20,0.00
7682,70.20,1107.60,-54.60
7703,202.80,998.40,101.40
7725,0.00,842.40,23.40
7745,-39.00,1123.20,23.40
7767,-202.80,1006.20,0.00
7787,249.60,1138.80,-39.00
7810,117.00,998.40,0.00
7830,31.20,967.20,117.00
7852,78.00,1084.20,-124.80
7872,-117.00,897.00,0.00
7895,31.20,1021.80,0.00
7914,0.00,998.40,0.00
7936,117.00,998.40,78.00
7956,-39.00,1185.60,23.40
7979,0.00,975.00,78.00
7999,-39.00,1068.60,0.00
8021,46.80,1060.80,7.80
8047,7.80,982.80,54.60
8071,15.60,1123.20,62.40
8099,7.80,1076.40,85.80
8119,54.60,1053.00,0.00
8140,46.80,936.00,7.80
8161,54.60,1053.00,0.00
8183,0.00,1060.80,15.60
8203,39.00,998.40,23.40
8225,31.20,1045.20,23.40
8246,39.00,1021.80,-101.40
8268,85.80,998.40,31.20
8289,0.00,1045.20,85.80
8311,23.40,1107.60,-70.20
8332,109.20,1162.20,7.80
8353,62.40,998.40,7.80
8374,0.00,998.40,39.00
8396,0.00,998.40,85.80
8416,0.00,1014.00,62.40
8438,15.60,1029.60,85.80
8459,0.00,998.40,0.00
8487,-70.20,1053.00,0.00
8507,0.00,1068.60,-93.60
8529,-54.60,998.40,39.00
8550,0.00,998.40,101.40
8572,23.40,1045.20,0.00
8592,117.00,998.40,15.60
8615,0.00,1029.60,0.00
8634,0.00,1076.40,0.00
8656,39.00,920.40,0.00
8677,-93.60,1232.40,101.40
8699,54.60,756.60,-54.60
8719,31.20,943.80,0.00
8741,23.40,951.60,0.00
8761,-195.00,1138.80,0.00
8783,-62.40,1185.60,31.20
8804,78.00,1053.00,0.00
8826,62.40,1084.20,39.00
8846,23.40,873.60,-93.60
8868,101.40,1154.40,-132.60
8888,117.00,967.20,0.00
8917,23.40,1372.80,78.00
8938,-70.20,998.40,0.00
8959,171.60,842.40,273.00
8981,54.60,951.60,78.00
9002,234.00,1014.00,70.20
9032,78.00,1404.00,54.60
9053,-78.00,1170.00,109.20
9075,117.00,717.60,577.20
9096,140.40,1092.00,-163.80
9117,171.60,1232.40,78.00
9138,-78.00,928.20,-85.80
9160,7.80,928.20,0.00
9181,-39.00,1092.00,54.60
9202,-195.00,1138.80,46.80
9223,54.60,998.40,0.00
9245,-78.00,959.40,0.00
9265,0.00,998.40,0.00
9287,0.00,1037.40,0.00
9307,23.40,1045.20,54.60
9329,-39.00,1053.00,0.00
9356,0.00,1076.40,23.40
9378,0.00,998.40,0.00
9398,0.00,1037.40,7.80
9420,0.00,998.40,-62.40
9440,0.00,1006.20,31.20
9463,0.00,881.40,-78.00
9483,54.60,959.40,39.00
9505,0.00,1154.40,23.40
9525,78.00,1123.20,-132.60
9548,0.00,1029.60,7.80
9568,0.00,1248.00,-249.60
9590,0.00,998.40,109.20
9610,0.00,998.40,54.60
9632,78.00,967.20,0.00
9652,7.80,1045.20,54.60
9675,-148.20,756.60,0.00
9695,85.80,1037.40,54.60
9717,-39.00,951.60,62.40
9738,0.00,959.40,-148.20
9760,54.60,1216.80,46.80
9787,46.80,959.40,-62.40
9809,7.80,1170.00,-54.60
9830,23.40,959.40,0.00
9851,0.00,998.40,15.60
9872,0.00,1006.20,-78.00
9893,0.00,514.80,-70.20
9915,-109.20,1076.40,62.40
9936,0.00,1076.40,0.00
9957,0.00,1092.00,39.00
9978,54.60,1060.80,0.00
9999,46.80,912.60,62.40
10020,46.80,1068.60,0.00
10042,7.80,1146.60,140.40
10063,109.20,826.80,-85.80
10084,15.60,951.60,-148.20
10106,0.00,998.40,39.00
10127,117.00,1060.80,-109.20
10148,7.80,998.40,31.20
10170,0.00,1068.60,93.60
10190,39.00,1060.80,-124.80
10219,23.40,1029.60,124.80
10239,-109.20,1084.20,-101.40
10262,70.20,998.40,-109.20
10282,0.00,1006.20,0.00
10304,-46.80,889.20,226.20
10325,0.00,1092.00,70.20
10347,101.40,998.40,46.80
10367,-109.20,1123.20,187.20
10390,-85.80,1131.00,-78.00
10410,163.80,819.00,62.40
10432,39.00,1021.80,0.00
10452,62.40,1154.40,140.40
10475,0.00,998.40,85.80
10495,62.40,1053.00,-163.80
10517,171.60,1248.00,-241.80
10537,0.00,1006.20,7.80
10560,23.40,1029.60,0.00
10580,156.00,873.60,109.20
10608,-70.20,1092.00,23.40
10629,0.00,1185.60,-109.20
10650,-46.80,1099.80,0.00
10671,23.40,998.40,0.00
10692,0.00,1068.60,7.80
10713,-39.00,1045.20,0.00
10733,7.80,1115.40,-132.60
10754,109.20,1177.80,0.00
10779,0.00,1006.20,0.00
10806,7.80,1131.00,46.80
10826,62.40,1029.60,0.00
10847,0.00,1006.20,0.00
10868,23.40,1068.60,0.00
10889,124.80,967.20,0.00
10910,85.80,998.40,-62.40
10932,0.00,998.40,62.40
10953,-117.00,1209.00,-101.40
10974,78.00,647.40,202.80
10995,0.00,1014.00,0.00
11016,39.00,1006.20,-124.80
11035,7.80,1084.20,-39.00
11056,15.60,1068.60,0.00
11077,0.00,1263.60,0.00
11098,46.80,1014.00,54.60
11119,218.40,1154.40,-101.40
11141,15.60,1053.00,7.80
11162,0.00,1185.60,-195.00
11183,85.80,1053.00,-249.60
11204,163.80,1021.80,7.80
11225,0.00,1076.40,0.00
11246,-140.40,1201.20,-288.60
11267,0.00,982.80,85.80
11288,31.20,1014.00,0.00
11309,7.80,998.40,0.00
11330,-195.00,1045.20,421.20
11352,-39.00,1053.00,-70.20
11373,0.00,998.40,7.80
11394,0.00,998.40,62.40
11421,117.00,1162.20,31.20
11443,15.60,951.60,54.60
11464,23.40,819.00,0.00
11486,109.20,1060.80,117.00
11506,23.40,1014.00,93.60
11528,93.60,1146.60,-148.20
11549,0.00,1006.20,23.40
11570,-109.20,834.60,0.00
11590,-39.00,920.40,62.40
11613,54.60,1076.40,0.00
11633,15.60,998.40,0.00
11655,15.60,1029.60,0.00
11675,15.60,873.60,39.00
11710,0.00,1138.80,-62.40
11730,0.00,928.20,0.00
11752,0.00,998.40,23.40
11772,-265.20,1092.00,179.40
11795,62.40,1053.00,0.00
11815,0.00,998.40,85.80
11837,0.00,959.40,0.00
11864,117.00,1068.60,109.20
11885,-179.40,764.40,-93.60
11907,0.00,1021.80,163.80
11928,-46.80,1123.20,218.40
11949,54.60,1107.60,54.60
11971,280.80,1170.00,-101.40
11992,39.00,904.80,-70.20
12014,0.00,1076.40,54.60
12035,-117.00,920.40,0.00
12056,85.80,1053.00,15.60
12078,109.20,1037.40,23.40
12099,210.60,889.20,0.00
12120,78.00,936.00,78.00
12141,-148.20,998.40,23.40
12163,0.00,748.80,85.80
12184,0.00,967.20,-148.20
12205,-101.40,920.40,0.00
12226,-226.20,1177.80,0.00
12248,-538.20,1123.20,319.80
12275,-351.00,1021.80,241.80
12298,-124.80,1396.20,-70.20
12318,296.40,-124.80,2121.60
12340,6871.80,-1029.60,3143.40
12361,8213.40,-4430.40,3034.20
12383,-4063.80,3291.60,-6676.80
12404,-202.80,-1692.60,826.80
12426,-2410.20,2839.20,-1747.20
12447,0.00,1076.40,85.80
12469,241.80,1060.80,-46.80
12489,171.60,873.60,-140.40
12512,156.00,1372.80,390.00
12532,85.80,1115.40,117.00
12555,-577.20,-2472.60,1645.80
12575,327.60,756.60,-1154.40
12598,15.60,936.00,-202.80
12618,54.60,1014.00,46.80
12647,-31.20,1341.60,23.40
12668,-109.20,1131.00,15.60
12690,-39.00,1014.00,39.00
12711,0.00,998.40,0.00
12732,15.60,998.40,0.00
12753,70.20,959.40,7.80
12774,-85.80,1021.80,54.60
12796,-70.20,1053.00,7.80
12817,-39.00,1029.60,15.60
12838,-140.40,1037.40,31.20
12860,-85.80,998.40,0.00
12881,54.60,998.40,54.60
12902,78.00,998.40,0.00
12923,0.00,1021.80,-54.60
12945,62.40,1045.20,23.40
12966,0.00,1138.80,0.00
12987,101.40,1060.80,7.80
13008,-156.00,1021.80,-62.40
13029,249.60,1092.00,-140.40
13058,-78.00,1021.80,7.80
13078,195.00,873.60,-124.80
13101,273.00,998.40,54.60
13121,171.60,1029.60,-156.00
13143,0.00,1021.80,31.20
13164,-218.40,998.40,0.00
13186,-257.40,1045.20,0.00
13206,-101.40,1029.60,62.40
13228,-249.60,1014.00,0.00
13248,31.20,1014.00,-140.40
13271,179.40,1060.80,0.00
13291,-39.00,1060.80,0.00
13313,54.60,1029.60,23.40
13333,46.80,1021.80,0.00
13355,93.60,1045.20,7.80
13376,93.60,998.40,0.00
13398,39.00,1029.60,0.00
13418,-171.60,998.40,0.00
13446,-109.20,1068.60,0.00
13466,-62.40,1014.00,31.20
13490,-101.40,928.20,-78.00
13510,7.80,1138.80,0.00
13530,78.00,1053.00,117.00
13551,-78.00,1006.20,15.60
13573,46.80,1076.40,0.00
13594,31.20,764.40,366.60
13616,0.00,772.20,62.40
13637,374.40,1193.40,-109.20
13658,187.20,1068.60,0.00
13680,7.80,1006.20,0.00
13701,39.00,1006.20,0.00
13722,140.40,1014.00,31.20
13743,249.60,998.40,0.00
13764,-46.80,1021.80,15.60
13786,15.60,1029.60,23.40
13807,-117.00,998.40,-39.00
13828,0.00,1162.20,0.00
13856,0.00,1076.40,0.00
13876,0.00,1053.00,0.00
13898,85.80,1029.60,23.40
13919,124.80,1021.80,0.00
13941,-70.20,1045.20,85.80
13961,-109.20,1154.40,54.60
13984,0.00,842.40,7.80
14004,0.00,967.20,0.00
14026,0.00,1037.40,46.80
14046,46.80,1014.00,0.00
14068,-39.00,1014.00,0.00
14088,0.00,1060.80,0.00
14110,23.40,1092.00,15.60
14130,-70.20,998.40,15.60
14153,31.20,998.40,-374.40
14173,0.00,1045.20,195.00
14195,46.80,975.00,54.60
14215,-62.40,1029.60,0.00
14237,0.00,998.40,0.00
14257,312.00,928.20,-327.60
14286,-78.00,1029.60,46.80
14307,0.00,1084.20,62.40
14328,15.60,998.40,0.00
14356,23.40,1037.40,54.60
14381,46.80,998.40,-85.80
14403,0.00,1029.60,7.80
14424,23.40,1006.20,15.60
14445,0.00,1029.60,0.00
14466,0.00,1014.00,39.00
14487,23.40,998.40,0.00
14508,163.80,1123.20,-93.60
14530,-171.60,1076.40,0.00
14550,0.00,1053.00,23.40
14572,0.00,998.40,109.20
14593,0.00,998.40,117.00
14614,39.00,1014.00,0.00
14635,23.40,975.00,0.00
14656,7.80,1037.40,46.80
14678,7.80,998.40,0.00
14706,-15.60,1045.20,163.80
14726,226.20,1185.60,-967.20
14749,15.60,967.20,31.20
14769,15.60,1060.80,-85.80
14792,-39.00,1060.80,15.60
14812,54.60,904.80,171.60
14835,31.20,1060.80,-109.20
14855,-148.20,1006.20,117.00
14877,140.40,998.40,-148.20
14898,0.00,1021.80,-117.00
14920,31.20,998.40,7.80
14940,54.60,967.20,54.60
14963,0.00,1060.80,0.00
14983,0.00,998.40,-70.20
15005,0.00,1006.20,0.00
15025,7.80,1021.80,23.40
15047,0.00,1014.00,39.00
15067,0.00,1029.60,54.60
15089,85.80,1099.80,0.00
15117,-140.40,936.00,0.00
15138,0.00,1123.20,0.00
15159,23.40,1037.40,-117.00
15180,31.20,1021.80,-93.60
15202,31.20,975.00,124.80
15223,-39.00,1092.00,117.00
15245,15.60,1021.80,0.00
15266,78.00,998.40,0.00
15287,0.00,1076.40,31.20
15308,0.00,1021.80,39.00
15329,54.60,1029.60,7.80
15350,39.00,1029.60,0.00
15372,-70.20,1029.60,0.00
15393,0.00,1053.00,7.80
15414,7.80,1014.00,0.00
15435,-140.40,1060.80,15.60
15457,-85.80,1060.80,46.80
15478,-78.00,1084.20,-70.20
15499,-70.20,998.40,0.00
15527,78.00,663.00,0.00
15549,-39.00,842.40,187.20
15569,-62.40,1021.80,7.80
15592,46.80,1123.20,62.40
15612,0.00,998.40,109.20
15634,0.00,1029.60,0.00
15654,-46.80,1060.80,-85.80
15676,-117.00,1162.20,-39.00
15697,0.00,1060.80,23.40
15719,-93.60,1170.00,78.00
15739,15.60,1084.20,-54.60
15762,-93.60,928.20,-54.60
15782,-62.40,1115.40,0.00
15804,23.40,881.40,-62.40
15825,15.60,998.40,0.00
15847,-31.20,1029.60,0.00
15867,-62.40,998.40,54.60
15889,-93.60,1029.60,0.00
15909,-70.20,998.40,15.60
15938,-62.40,920.40,0.00
15959,0.00,1123.20,218.40
15980,117.00,1216.80,-460.20
16002,-187.20,709.80,444.60
16023,0.00,1092.00,85.80
16044,-39.00,1068.60,15.60
16065,7.80,1021.80,-101.40
16086,0.00,998.40,31.20
16107,-101.40,1006.20,101.40
16129,46.80,975.00,0.00
16149,0.00,998.40,7.80
16169,46.80,998.40,0.00
16193,31.20,1045.20,0.00
16220,-31.20,1014.00,46.80
16241,23.40,998.40,0.00
16262,39.00,1045.20,23.40
16283,-39.00,1060.80,78.00
16305,0.00,998.40,15.60
16326,39.00,998.40,-70.20
16354,54.60,1006.20,0.00
16375,23.40,1029.60,0.00
16397,85.80,1029.60,0.00
16417,46.80,998.40,0.00
16439,0.00,1060.80,85.80
16459,0.00,1021.80,23.40
16481,0.00,1021.80,0.00
16501,0.00,1006.20,7.80
16523,62.40,1006.20,-54.60
16544,78.00,1006.20,0.00
16566,15.60,1021.80,0.00
16586,54.60,998.40,0.00
16608,15.60,998.40,39.00
16629,54.60,982.80,54.60
16651,0.00,1123.20,-62.40
16671,-70.20,1053.00,-39.00
16693,0.00,936.00,62.40
16714,54.60,1014.00,124.80
16736,109.20,1029.60,70.20
16756,132.60,1162.20,-335.40
16785,-39.00,998.40,0.00
16806,85.80,967.20,39.00
16827,124.80,967.20,0.00
16849,23.40,998.40,-70.20
16870,0.00,1014.00,31.20
16891,0.00,998.40,39.00
16912,0.00,1045.20,-54.60
16933,0.00,1076.40,0.00
16954,15.60,1045.20,0.00
16975,0.00,1029.60,0.00
16996,-140.40,1107.60,85.80
17017,93.60,998.40,31.20
17051,31.20,1006.20,0.00
17073,54.60,1014.00,0.00
17093,0.00,1021.80,7.80
17115,15.60,1029.60,0.00
17135,0.00,1014.00,0.00
17156,23.40,1006.20,0.00
17177,0.00,1076.40,0.00
17205,54.60,998.40,0.00
17225,0.00,998.40,54.60
17247,0.00,1006.20,0.00
17267,0.00,1045.20,0.00
17289,23.40,1029.60,0.00
17309,54.60,998.40,0.00
17331,0.00,1060.80,0.00
17351,15.60,904.80,15.60
17374,62.40,1029.60,15.60
17394,0.00,1014.00,7.80
17416,0.00,1045.20,15.60
17436,15.60,1021.80,0.00
17458,7.80,998.40,0.00
17478,7.80,1053.00,7.80
17501,23.40,998.40,31.20
17521,54.60,998.40,0.00
17543,54.60,1037.40,46.80
17563,0.00,951.60,0.00
17585,0.00,1068.60,7.80
17605,23.40,982.80,0.00
17634,0.00,1006.20,31.20
17655,46.80,1006.20,39.00
17676,0.00,1014.00,0.00
17697,54.60,998.40,7.80
17718,23.40,1053.00,0.00
17740,7.80,1029.60,0.00
17761,39.00,998.40,0.00
17782,46.80,998.40,0.00
17803,0.00,1006.20,0.00
17824,23.40,1060.80,23.40
17845,23.40,982.80,7.80
17867,85.80,998.40,-54.60
17888,0.00,1006.20,15.60
17909,31.20,998.40,62.40
17931,23.40,1115.40,0.00
17952,78.00,1060.80,-124.80
17973,7.80,1021.80,132.60
17995,15.60,1060.80,46.80
18016,0.00,1060.80,0.00
18037,15.60,1248.00,-101.40
18064,31.20,998.40,0.00
18086,0.00,1045.20,62.40
18107,0.00,998.40,0.00
18128,23.40,1045.20,15.60
18149,23.40,1014.00,0.00
18171,0.00,998.40,0.00
18191,0.00,998.40,54.60
18213,0.00,1029.60,0.00
18233,23.40,1045.20,7.80
18255,31.20,1021.80,0.00
18275,23.40,1029.60,0.00
18297,39.00,1037.40,15.60
18318,39.00,951.60,0.00
18340,7.80,1014.00,0.00
18360,46.80,1029.60,15.60
18382,0.00,1060.80,0.00
18402,62.40,1029.60,0.00
18424,0.00,998.40,7.80
18444,46.80,998.40,23.40
18467,0.00,1123.20,-93.60
18494,23.40,1045.20,46.80
18515,46.80,1123.20,0.00
18537,46.80,1060.80,0.00
18558,0.00,741.00,-195.00
18579,54.60,1216.80,140.40
18600,124.80,764.40,7.80
18622,0.00,1177.80,0.00
18642,0.00,1021.80,31.20
18663,0.00,1045.20,0.00
18684,0.00,1021.80,31.20
18705,0.00,1037.40,0.00
18726,0.00,998.40,0.00
18747,23.40,1123.20,-109.20
18768,148.20,982.80,-70.20
18789,-70.20,1029.60,156.00
18811,-46.80,1068.60,0.00
18832,132.60,998.40,0.00
18853,23.40,1060.80,0.00
18873,0.00,1021.80,0.00
18902,0.00,1053.00,0.00
