Time (ms),X (mm^s-2),Y (mm^s-2),Z (mm^s-2)
1453,-54.60,-951.60,-132.60
1474,-23.40,-943.80,-109.20
1495,0.00,-951.60,-148.20
1517,0.00,-998.40,-124.80
1538,-54.60,-943.80,-101.40
1560,0.00,-975.00,-179.40
1580,0.00,-990.60,-101.40
1602,0.00,-928.20,-124.80
1629,-46.80,-975.00,-140.40
1651,-23.40,-936.00,-101.40
1672,-39.00,-967.20,-93.60
1694,-62.40,-990.60,-124.80
1715,-54.60,-943.80,-132.60
1737,0.00,-967.20,-132.60
1757,-23.40,-951.60,-132.60
1779,0.00,-959.40,-124.80
1800,0.00,-982.80,-163.80
1822,7.80,-967.20,-132.60
1842,23.40,-998.40,-101.40
1864,7.80,-967.20,-70.20
1885,23.40,-959.40,-117.00
1907,54.60,-943.80,-101.40
1927,85.80,-967.20,-101.40
1950,31.20,-990.60,-124.80
1970,7.80,-959.40,-101.40
1992,0.00,-975.00,-117.00
2013,-46.80,-943.80,-124.80
2032,0.00,-959.40,-140.40
2052,0.00,-975.00,-124.80
2074,7.80,-943.80,-140.40
2095,0.00,-975.00,-124.80
2117,0.00,-951.60,-124.80
2137,0.00,-936.00,-101.40
2159,0.00,-951.60,-101.40
2179,0.00,-951.60,-101.40
2201,0.00,-943.80,-148.20
2221,23.40,-959.40,-101.40
2243,23.40,-982.80,-109.20
2264,0.00,-990.60,-117.00
2286,23.40,-998.40,-109.20
2306,0.00,-975.00,-124.80
2328,31.20,-990.60,-101.40
2349,0.00,-967.20,-117.00
2371,15.60,-990.60,-124.80
2391,0.00,-998.40,-85.80
2419,0.00,-998.40,-124.80
2440,0.00,-951.60,-124.80
2461,7.80,-951.60,-101.40
2482,0.00,-990.60,-85.80
2503,639.60,-982.80,-179.40
2524,468.00,-990.60,-156.00
2545,382.20,-904.80,-62.40
2566,54.60,-842.40,-257.40
2598,-218.40,-1053.00,-218.40
2625,-234.00,-998.40,-85.80
2646,-273.00,-998.40,-93.60
2666,-202.80,-912.60,-31.20
2689,-249.60,-975.00,-140.40
2710,-265.20,-975.00,-117.00
2730,-218.40,-975.00,-124.80
2751,-249.60,-951.60,-93.60
2773,-163.80,-998.40,-109.20
2794,-117.00,-975.00,-140.40
2822,7.80,-975.00,-117.00
2844,0.00,-967.20,-117.00
2865,499.20,280.80,-2480.40
2887,-39.00,-1216.80,-93.60
2907,-46.80,-1053.00,-148.20
2930,0.00,-975.00,-117.00
2950,23.40,-920.40,-70.20
2972,85.80,-967.20,-101.40
2993,31.20,-943.80,-109.20
3015,0.00,-967.20,-132.60
3035,0.00,-998.40,-117.00
3057,0.00,-967.20,-117.00
3078,0.00,-982.80,-156.00
3100,0.00,-967.20,-109.20
3120,-39.00,-967.20,-163.80
3142,-70.20,-951.60,-109.20
3163,-46.80,-959.40,-109.20
3185,-70.20,-967.20,-132.60
3213,-132.60,-990.60,-124.80
3234,-54.60,-982.80,-124.80
3256,-23.40,-943.80,-101.40
3277,0.00,-1014.00,-85.80
3298,-46.80,-975.00,-140.40
3319,-109.20,-951.60,-124.80
3341,-140.40,-975.00,-124.80
3362,-132.60,-967.20,-132.60
3384,-132.60,-998.40,-101.40
3405,0.00,-998.40,-117.00
3426,0.00,-967.20,-124.80
3447,54.60,-967.20,-101.40
3469,54.60,-951.60,-163.80
3490,54.60,-936.00,-132.60
3512,7.80,-998.40,-109.20
3533,0.00,-982.80,-109.20
3554,31.20,-975.00,-109.20
3576,54.60,-998.40,-124.80
3604,85.80,-975.00,-117.00
3624,171.60,-998.40,-156.00
3647,124.80,-998.40,-93.60
3668,78.00,-990.60,-148.20
3690,39.00,-943.80,-140.40
3710,31.20,-967.20,-163.80
3733,23.40,-943.80,-132.60
3753,0.00,-982.80,-124.80
3775,-39.00,-920.40,-132.60
3796,0.00,-951.60,-117.00
3818,0.00,-998.40,-109.20
3838,0.00,-951.60,-117.00
3860,0.00,-967.20,-132.60
3881,0.00,-967.20,-117.00
3903,0.00,-943.80,-109.20
3923,0.00,-959.40,-124.80
3945,0.00,-959.40,-140.40
3965,0.00,-912.60,-124.80
3988,0.00,-967.20,-117.00
4015,0.00,-998.40,-124.80
4036,15.60,-982.80,-124.80
4058,0.00,-975.00,-148.20
4079,-46.80,-975.00,-117.00
4101,7.80,-967.20,-85.80
4122,0.00,-943.80,-140.40
4143,7.80,-982.80,-132.60
4164,0.00,-959.40,-124.80
4186,15.60,-967.20,-101.40
4207,0.00,-967.20,-124.80
4228,0.00,-982.80,-101.40
4249,0.00,-975.00,-140.40
4271,0.00,-975.00,-124.80
4292,0.00,-982.80,-117.00
4313,0.00,-982.80,-124.80
4334,0.00,-998.40,-117.00
4355,7.80,-990.60,-140.40
4377,0.00,-975.00,-148.20
4398,0.00,-990.60,-124.80
4425,0.00,-959.40,-109.20
4448,0.00,-951.60,-101.40
4468,0.00,-959.40,-124.80
4490,0.00,-967.20,-117.00
4510,7.80,-967.20,-85.80
4532,0.00,-975.00,-124.80
4553,7.80,-967.20,-109.20
4575,0.00,-967.20,-109.20
4595,0.00,-967.20,-140.40
4617,0.00,-975.00,-124.80
4637,0.00,-975.00,-117.00
4660,0.00,-975.00,-124.80
4680,0.00,-959.40,-117.00
4702,15.60,-982.80,-140.40
4722,23.40,-990.60,-109.20
4745,0.00,-975.00,-101.40
4765,0.00,-943.80,-140.40
4787,0.00,-951.60,-132.60
4807,0.00,-990.60,-140.40
4836,-23.40,-951.60,-132.60
4857,0.00,-975.00,-101.40
4878,0.00,-998.40,-93.60
4899,0.00,-967.20,-124.80
4920,0.00,-959.40,-163.80
4941,15.60,-998.40,-124.80
4963,7.80,-982.80,-85.80
4984,23.40,-975.00,-101.40
5005,0.00,-982.80,-117.00
5027,0.00,-975.00,-124.80
5048,0.00,-928.20,-148.20
5069,0.00,-936.00,-132.60
5090,0.00,-975.00,-101.40
5111,0.00,-982.80,-109.20
5132,0.00,-943.80,-101.40
5153,0.00,-982.80,-140.40
5174,0.00,-982.80,-132.60
5195,7.80,-967.20,-132.60
5216,0.00,-959.40,-132.60
5246,0.00,-967.20,-117.00
5266,0.00,-967.20,-124.80
5288,0.00,-967.20,-109.20
5309,-31.20,-951.60,-124.80
5331,0.00,-951.60,-132.60
5351,23.40,-975.00,-124.80
5376,0.00,-982.80,-132.60
5396,31.20,-967.20,-124.80
5423,0.00,-873.60,-93.60
5443,-23.40,-889.20,-78.00
5465,-62.40,-998.40,-148.20
5485,-109.20,-1060.80,-280.80
5508,0.00,-951.60,-202.80
5528,54.60,-842.40,-148.20
5550,78.00,-904.80,-101.40
5571,-39.00,-1006.20,-54.60
5593,7.80,-943.80,-101.40
5614,0.00,-990.60,-124.80
5642,31.20,-1029.60,-85.80
5664,-288.60,-842.40,-218.40
5685,117.00,-1123.20,15.60
5707,54.60,-998.40,-78.00
5728,0.00,-1123.20,-109.20
5749,0.00,-975.00,-148.20
5770,-202.80,-1045.20,-124.80
5792,-46.80,-998.40,-124.80
5813,7.80,-936.00,-140.40
5835,31.20,-936.00,-124.80
5856,0.00,-998.40,-140.40
5878,0.00,-998.40,-93.60
5899,0.00,-943.80,-140.40
5920,0.00,-990.60,-124.80
5941,15.60,-920.40,-187.20
5963,0.00,-959.40,-132.60
5984,15.60,-998.40,-117.00
6005,0.00,-982.80,-117.00
6026,7.80,-951.60,-109.20
6045,0.00,-975.00,-124.80
6066,0.00,-967.20,-117.00
6087,0.00,-998.40,-140.40
6108,0.00,-990.60,-132.60
6130,0.00,-975.00,-148.20
6151,15.60,-975.00,-187.20
6172,-62.40,-990.60,-179.40
6193,-46.80,-975.00,-171.60
6215,-62.40,-904.80,-117.00
6236,-46.80,-1232.40,-54.60
6258,117.00,-998.40,-195.00
6279,-327.60,-1092.00,-553.80
6301,842.40,-663.00,-304.20
6322,-436.80,-249.60,-483.60
6344,148.20,-1146.60,62.40
6365,-1006.20,-663.00,62.40
6387,62.40,-904.80,-62.40
6408,-265.20,-1146.60,0.00
6436,70.20,-748.80,-140.40
6457,31.20,-1029.60,-187.20
6479,-241.80,-998.40,-46.80
6500,0.00,-936.00,-93.60
6522,-62.40,-998.40,-163.80
6542,0.00,-990.60,-140.40
6564,0.00,-975.00,-117.00
6585,39.00,-998.40,-109.20
6607,7.80,-959.40,-93.60
6627,7.80,-951.60,-140.40
6650,0.00,-998.40,-93.60
6670,0.00,-943.80,-132.60
6692,15.60,-967.20,-101.40
6713,31.20,-982.80,-187.20
6735,15.60,-967.20,-132.60
6756,0.00,-928.20,-124.80
6778,0.00,-943.80,-132.60
6798,-23.40,-928.20,-132.60
6827,0.00,-928.20,-117.00
6848,0.00,-990.60,-78.00
6869,0.00,-865.80,-140.40
6891,-46.80,-998.40,-171.60
6912,109.20,-1037.40,-179.40
6934,171.60,-998.40,-140.40
6955,-756.60,-616.20,-273.00
6977,-413.40,-1014.00,62.40
6998,-912.60,-717.60,0.00
7019,234.00,-912.60,-234.00
7041,148.20,-514.80,-78.00
7062,93.60,-943.80,0.00
7083,-140.40,-920.40,-93.60
7105,7.80,-920.40,-70.20
7126,0.00,-998.40,-156.00
7147,0.00,-1076.40,-93.60
7168,0.00,-998.40,-117.00
7190,0.00,-936.00,-101.40
7211,0.00,-998.40,-124.80
7239,0.00,-951.60,-101.40
7259,0.00,-990.60,-163.80
7281,0.00,-975.00,-117.00
7302,0.00,-920.40,-109.20
7324,0.00,-982.80,-109.20
7344,0.00,-975.00,-163.80
7366,7.80,-982.80,-101.40
7387,7.80,-982.80,-124.80
7409,0.00,-967.20,-78.00
7429,0.00,-998.40,-124.80
7451,-109.20,-1045.20,-195.00
7472,31.20,-1248.00,-70.20
7494,-62.40,-1107.60,-62.40
7515,0.00,-982.80,-132.60
7537,85.80,-1084.20,0.00
7557,-93.60,-1357.20,0.00
7579,-499.20,-858.00,0.00
7599,-288.60,-943.80,-249.60
7628,-241.80,-975.00,-109.20
7649,54.60,-998.40,-78.00
7671,0.00,-936.00,-156.00
7692,-93.60,-998.40,-124.80
7713,15.60,-920.40,0.00
7734,15.60,-990.60,-117.00
7755,15.60,-990.60,-132.60
7777,109.20,-990.60,-117.00
7798,-7183.80,-4149.60,-1934.40
7819,2152.80,-819.00,358.80
7841,819.00,-3603.60,1185.60
7862,2230.80,210.60,1006.20
7883,5288.40,-8681.40,288.60
7905,2020.20,787.80,2566.20
7926,975.00,-4563.00,-1684.80
7958,1606.80,-2285.40,273.00
7982,873.60,-5218.20,-3611.40
8003,39.00,-3299.40,-249.60
8030,1684.80,-5889.00,-1872.00
8053,1497.60,-234.00,-3065.40
8073,3517.80,811.20,-1996.80
8097,-195.00,-1638.00,546.00
8117,171.60,-1747.20,-1201.20
8143,1638.00,3502.20,1201.20
8163,-2191.80,-3260.40,2168.40
8186,-889.20,1739.40,3408.60
8206,-2628.60,-1365.00,-4290.00
8229,374.40,1014.00,-2613.00
8249,1138.80,-280.80,452.40
8272,-1716.00,-4360.20,1731.60
8292,-1318.20,592.80,179.40
8315,-273.00,4492.80,-2262.00
8335,78.00,4609.80,1770.60
8358,195.00,1099.80,998.40
8378,967.20,-538.20,2098.20
8407,936.00,-3471.00,-2371.20
8428,4204.20,2184.00,-1255.80
8450,670.80,1942.20,-803.40
8471,-1622.40,-85.80,-2464.80
8493,296.40,733.20,-132.60
8514,257.40,1747.20,-4648.80
8536,187.20,-678.60,1996.80
8557,-5155.80,-4243.20,5366.40
8579,678.60,990.60,-1482.00
8600,-2464.80,6442.80,3884.40
8622,-2535.00,756.60,2620.80
8643,-928.20,2363.40,1170.00
8665,1926.60,4212.00,-4695.60
8686,140.40,-1333.80,577.20
8708,421.20,-499.20,-3073.20
8729,-1443.00,-780.00,585.00
8751,1817.40,-577.20,-2683.20
8779,2652.00,756.60,-2659.80
8800,-600.60,2433.60,436.80
8822,-2028.00,-3213.60,3884.40
8843,-1583.40,-1435.20,1622.40
8865,920.40,2706.60,-1302.60
8886,358.80,2433.60,-647.40
8908,-327.60,-3525.60,998.40
8929,1411.80,1497.60,-2277.60
8951,210.60,-1606.80,296.40
8972,600.60,-3049.80,-319.80
8994,-343.20,-1677.00,-280.80
9015,-592.80,-2230.80,1809.60
9037,-1357.20,-2067.00,3681.60
9057,-639.60,850.20,-889.20
9080,124.80,-4157.40,522.60
9101,-780.00,-2425.80,4742.40
9123,-312.00,-1677.00,-304.20
9151,-499.20,-1443.00,1560.00
9172,171.60,210.60,1294.80
9194,-421.20,335.40,-1942.20
9215,-686.40,-195.00,842.40
9237,-1505.40,-3268.20,2753.40
9258,0.00,-195.00,-904.80
9279,-1177.80,-1224.60,709.80
9301,1060.80,-2402.40,-795.60
9323,101.40,0.00,156.00
9344,-1131.00,-4656.60,39.00
9365,-936.00,436.80,-2433.60
9387,585.00,296.40,928.20
9408,-748.80,-1918.80,1872.00
9430,-257.40,-1996.80,897.00
9451,1014.00,-1809.60,-1872.00
9473,-709.80,-795.60,-179.40
9494,530.40,-3432.00,-249.60
9521,218.40,-1037.40,631.80
9544,1131.00,-1677.00,-2371.20
9564,795.60,-2979.60,-4266.60
9586,733.20,-4617.60,280.80
9607,-1162.20,-4859.40,-2511.60
9629,-7.80,3525.60,-2035.80
9650,-616.20,1380.60,-1801.80
9672,-366.60,390.00,-1497.60
9692,-772.20,0.00,-1294.80
9714,-889.20,-4461.60,1684.80
9735,-889.20,-1903.20,-117.00
9757,171.60,-2535.00,2769.00
9777,-265.20,-2792.40,3416.40
9800,-546.00,-4758.00,2776.80
9820,-312.00,-3354.00,819.00
9842,397.80,-2823.60,1887.60
9863,-62.40,-959.40,2020.20
9891,0.00,569.40,-624.00
9912,195.00,2644.20,-2574.00
9933,-31.20,-1248.00,-327.60
9955,-530.40,678.60,374.40
9976,-319.80,-1372.80,577.20
9998,522.60,-2285.40,1146.60
10019,-1037.40,-1918.80,943.80
10040,-1489.80,-468.00,1419.60
10061,-1770.60,-2199.60,4297.80
10083,-156.00,-1911.00,-1294.80
10104,-600.60,-8073.00,-2254.20
10126,-1170.00,1708.20,-4407.00
10147,-1388.40,546.00,-2862.60
10169,-1115.40,-405.60,-1443.00
10190,-1630.20,-1404.00,-452.40
10211,-1380.60,0.00,0.00
10238,-1380.60,-748.80,327.60
10261,-1224.60,-772.20,460.20
10281,-1115.40,-1045.20,0.00
10303,-998.40,-912.60,-312.00
10323,-912.60,-959.40,-148.20
10346,-569.40,-975.00,-132.60
10366,-39.00,-998.40,-187.20
10389,93.60,-928.20,-241.80
10409,101.40,-982.80,-195.00
10431,117.00,-982.80,-187.20
10451,46.80,-1060.80,-156.00
10474,0.00,-975.00,-171.60
10493,0.00,-1021.80,-195.00
10516,0.00,-998.40,-132.60
10535,-54.60,-959.40,-124.80
10558,0.00,-990.60,-140.40
10578,0.00,-943.80,-85.80
10600,0.00,-904.80,-70.20
10627,0.00,-975.00,-132.60
10648,0.00,-936.00,-101.40
10669,7.80,-967.20,-78.00
10690,0.00,-943.80,-109.20
10711,7.80,-951.60,-140.40
10732,7.80,-951.60,-109.20
10753,0.00,-990.60,-109.20
10774,15.60,-967.20,-124.80
10794,0.00,-998.40,-132.60
10818,0.00,-967.20,-117.00
10838,0.00,-990.60,-124.80
10858,0.00,-975.00,-124.80
10879,0.00,-951.60,-132.60
10900,0.00,-990.60,-85.80
10922,0.00,-943.80,-101.40
10943,0.00,-943.80,-140.40
10964,0.00,-951.60,-109.20
10985,0.00,-998.40,-124.80
11014,0.00,-959.40,-93.60
11034,0.00,-951.60,-132.60
11056,15.60,-998.40,-124.80
11077,0.00,-975.00,-148.20
11099,-46.80,-943.80,-148.20
11119,0.00,-967.20,-132.60
11141,0.00,-975.00,-148.20
11162,0.00,-951.60,-101.40
11184,0.00,-975.00,-117.00
11204,0.00,-967.20,-78.00
11226,0.00,-998.40,-124.80
11246,0.00,-943.80,-163.80
11269,0.00,-990.60,-124.80
11289,0.00,-975.00,-117.00
11311,0.00,-951.60,-93.60
11331,0.00,-990.60,-78.00
11353,23.40,-982.80,-109.20
11374,0.00,-967.20,-117.00
11402,0.00,-975.00,-124.80
11424,0.00,-990.60,-109.20
11445,0.00,-959.40,-140.40
11466,0.00,-951.60,-124.80
11487,0.00,-990.60,-124.80
11509,0.00,-951.60,-109.20
11530,0.00,-975.00,-140.40
11551,0.00,-951.60,-101.40
11572,15.60,-982.80,-85.80
11594,0.00,-975.00,-140.40
11615,7.80,-951.60,-132.60
11636,0.00,-959.40,-101.40
11657,0.00,-982.80,-109.20
11679,0.00,-990.60,-148.20
11700,0.00,-943.80,-148.20
11721,0.00,-982.80,-109.20
11742,0.00,-959.40,-124.80
11763,0.00,-982.80,-109.20
11785,0.00,-943.80,-148.20
11813,15.60,-967.20,-109.20
11833,0.00,-975.00,-148.20
11856,0.00,-967.20,-85.80
11876,0.00,-982.80,-171.60
11898,15.60,-951.60,-93.60
11918,0.00,-959.40,-132.60
11941,23.40,-982.80,-117.00
11961,0.00,-990.60,-140.40
11983,0.00,-951.60,-117.00
12003,-39.00,-959.40,-101.40
12026,15.60,-975.00,-93.60
12046,0.00,-959.40,-93.60
12069,0.00,-943.80,-163.80
12089,0.00,-943.80,-124.80
12111,0.00,-975.00,-101.40
12131,0.00,-990.60,-109.20
12153,7.80,-982.80,-109.20
12174,0.00,-959.40,-132.60
12202,23.40,-982.80,-101.40
12224,0.00,-975.00,-132.60
12245,7.80,-982.80,-117.00
12266,23.40,-998.40,-124.80
12288,31.20,-967.20,-124.80
12309,0.00,-990.60,-124.80
12330,0.00,-982.80,-117.00
12352,0.00,-1014.00,-140.40
12373,0.00,-951.60,-140.40
12394,0.00,-998.40,-124.80
12415,15.60,-967.20,-101.40
12437,0.00,-982.80,-109.20
12458,0.00,-959.40,-117.00
12479,-23.40,-943.80,-124.80
12500,0.00,-943.80,-140.40
12522,0.00,-998.40,-124.80
12543,0.00,-982.80,-117.00
12564,0.00,-959.40,-124.80
12591,0.00,-990.60,-148.20
12614,0.00,-951.60,-117.00
12634,0.00,-943.80,-117.00
12656,0.00,-998.40,-132.60
12676,0.00,-982.80,-156.00
12698,0.00,-998.40,-101.40
12718,15.60,-982.80,-132.60
12741,7.80,-998.40,-124.80
12761,0.00,-967.20,-132.60
12784,15.60,-967.20,-109.20
12804,0.00,-975.00,-117.00
12826,15.60,-967.20,-124.80
12846,0.00,-943.80,-132.60
12869,0.00,-982.80,-117.00
12889,0.00,-998.40,-124.80
12911,0.00,-975.00,-101.40
12931,0.00,-982.80,-124.80
12953,0.00,-990.60,-124.80
12981,7.80,-967.20,-93.60
13002,0.00,-990.60,-124.80
13023,0.00,-951.60,-132.60
13044,0.00,-951.60,-124.80
13065,7.80,-967.20,-85.80
13086,0.00,-967.20,-70.20
13107,0.00,-951.60,-163.80
13128,0.00,-967.20,-140.40
13149,0.00,-959.40,-101.40
13170,0.00,-975.00,-148.20
13191,15.60,-982.80,-101.40
13212,0.00,-959.40,-132.60
13233,15.60,-982.80,-117.00
13255,0.00,-967.20,-132.60
13285,7.80,-982.80,-109.20
13311,0.00,-975.00,-148.20
13332,0.00,-975.00,-124.80
13352,7.80,-959.40,-101.40
13381,0.00,-967.20,-109.20
13401,0.00,-967.20,-124.80
13423,0.00,-998.40,-124.80
13443,0.00,-990.60,-163.80
13465,85.80,-998.40,-46.80
13485,23.40,-982.80,0.00
13509,-195.00,-834.60,-171.60
13563,0.00,-998.40,31.20
13584,-413.40,-1248.00,-444.60
13604,-226.20,-990.60,-312.00
13626,-54.60,-795.60,54.60
13647,39.00,-1123.20,-202.80
13669,0.00,-912.60,0.00
13689,0.00,-998.40,-85.80
13711,109.20,-1271.40,-483.60
13732,39.00,-982.80,-226.20
13754,-374.40,-468.00,1248.00
13774,46.80,-904.80,-218.40
13803,-54.60,-858.00,-202.80
13824,0.00,-780.00,-46.80
13845,0.00,-975.00,-124.80
13866,54.60,-951.60,-195.00
13887,0.00,-943.80,-124.80
13909,23.40,-936.00,-132.60
13930,23.40,-943.80,-124.80
13951,23.40,-998.40,-117.00
13972,15.60,-975.00,-85.80
13994,31.20,-998.40,-117.00
14015,31.20,-998.40,-101.40
14037,23.40,-967.20,-148.20
14058,23.40,-975.00,-124.80
14079,7.80,-982.80,-101.40
14100,15.60,-975.00,-156.00
14122,15.60,-959.40,-132.60
14143,23.40,-967.20,-101.40
14164,0.00,-982.80,-101.40
14192,15.60,-967.20,-156.00
14214,15.60,-967.20,-93.60
14234,7.80,-982.80,-93.60
14292,0.00,-943.80,-140.40
14312,23.40,-951.60,-117.00
14334,0.00,-912.60,-85.80
14354,0.00,-967.20,-85.80
14376,7.80,-951.60,-132.60
14397,0.00,-959.40,-156.00
14419,-124.80,-975.00,-179.40
14439,31.20,-936.00,-70.20
14461,7.80,-1037.40,-171.60
14482,-241.80,-811.20,-351.00
14504,-678.60,-1076.40,109.20
14524,-257.40,-1115.40,0.00
14547,0.00,-936.00,-117.00
14567,390.00,-936.00,0.00
14589,202.80,-780.00,-280.80
14617,-265.20,-1029.60,-195.00
14638,-210.60,-764.40,7.80
14659,-132.60,-1092.00,-171.60
14680,0.00,-959.40,-132.60
14702,234.00,-1014.00,-148.20
14723,93.60,-982.80,31.20
14744,109.20,-834.60,62.40
14766,109.20,-998.40,148.20
14787,-429.00,-2745.60,592.80
14808,585.00,2051.40,-655.20
14830,-2316.60,-5522.40,1435.20
14851,-4555.20,-6552.00,624.00
14873,-1474.20,-7425.60,3689.40
14894,522.60,2667.60,772.20
14916,-171.60,-624.00,-140.40
14937,-288.60,218.40,-561.60
14958,561.60,-1162.20,-85.80
15021,0.00,-366.60,-85.80
15043,7.80,-436.80,-171.60
15064,-62.40,-928.20,-249.60
15086,54.60,-1060.80,-390.00
15106,93.60,-1037.40,-156.00
15129,0.00,-959.40,-124.80
15149,0.00,-975.00,-109.20
15171,7.80,-998.40,-62.40
15191,39.00,-998.40,-93.60
15213,7.80,-975.00,-163.80
15234,39.00,-967.20,-132.60
15256,23.40,-975.00,0.00
15276,0.00,-951.60,-117.00
15298,15.60,-998.40,-187.20
15318,7.80,-951.60,-101.40
15341,46.80,-967.20,-124.80
15361,15.60,-951.60,-93.60
15383,23.40,-943.80,-124.80
15411,7.80,-951.60,-195.00
15432,23.40,-943.80,-109.20
15454,0.00,-998.40,-148.20
15474,0.00,-982.80,0.00
15495,0.00,-975.00,-124.80
15516,0.00,-998.40,-140.40
15538,0.00,-982.80,-109.20
15558,15.60,-951.60,-109.20
15580,23.40,-982.80,-70.20
15601,7.80,-959.40,-101.40
15622,0.00,-943.80,-117.00
15643,15.60,-967.20,-70.20
15665,23.40,-967.20,-124.80
15686,15.60,-990.60,-109.20
15741,0.00,-936.00,-93.60
15762,15.60,-967.20,-101.40
15784,0.00,-975.00,-117.00
15804,0.00,-943.80,-124.80
15833,7.80,-967.20,-101.40
15853,31.20,-982.80,-93.60
15875,0.00,-998.40,-179.40
15895,15.60,-936.00,-117.00
15917,0.00,-920.40,-101.40
15937,0.00,-998.40,-62.40
15959,23.40,-982.80,-101.40
15979,7.80,-998.40,-117.00
16001,46.80,-982.80,-117.00
16021,0.00,-1068.60,0.00
16043,15.60,-982.80,0.00
16065,54.60,-967.20,0.00
16087,7.80,-920.40,-101.40
16107,31.20,-990.60,-156.00
16129,23.40,-1029.60,0.00
16149,31.20,-998.40,-101.40
16171,15.60,-998.40,-117.00
16191,0.00,-975.00,-101.40
16213,-78.00,-936.00,-78.00
16241,23.40,-967.20,-117.00
16262,0.00,-967.20,-117.00
16283,54.60,-975.00,-117.00
16304,23.40,-943.80,-132.60
16324,0.00,-975.00,-148.20
16349,117.00,-1092.00,-351.00
16370,109.20,-1123.20,-421.20
16390,85.80,-998.40,-351.00
16411,39.00,-982.80,-195.00
16469,0.00,-943.80,-101.40
16490,7.80,-967.20,-101.40
16512,0.00,-967.20,-124.80
16533,15.60,-943.80,-78.00
16554,0.00,-975.00,-163.80
16575,0.00,-1037.40,-156.00
16597,-109.20,-1021.80,-62.40
16618,-93.60,-897.00,-327.60
16645,374.40,-912.60,-741.00
16668,109.20,-795.60,-195.00
16688,109.20,-936.00,-187.20
16710,54.60,-1029.60,-101.40
16731,15.60,-998.40,0.00
16753,0.00,-998.40,-62.40
16773,0.00,-959.40,-140.40
16795,7.80,-936.00,-93.60
16815,23.40,-998.40,-109.20
16838,0.00,-975.00,-124.80
16858,0.00,-975.00,-179.40
16880,15.60,-951.60,-93.60
16900,0.00,-975.00,-117.00
16922,46.80,-990.60,-70.20
16943,15.60,-998.40,-78.00
16965,0.00,-912.60,-54.60
16985,7.80,-889.20,-132.60
17007,54.60,-982.80,-109.20
17035,31.20,-998.40,-62.40
17056,0.00,-959.40,-117.00
17078,-46.80,-951.60,-148.20
17099,0.00,-990.60,-124.80
17120,46.80,-1014.00,-132.60
17141,0.00,-975.00,-124.80
17198,15.60,-943.80,-117.00
17220,31.20,-990.60,-124.80
17241,0.00,-998.40,-140.40
17262,0.00,-998.40,-109.20
17283,0.00,-928.20,-101.40
17304,54.60,-998.40,-93.60
17326,46.80,-998.40,-78.00
17347,46.80,-975.00,-101.40
17368,0.00,-998.40,-124.80
17389,23.40,-998.40,-78.00
17411,0.00,-943.80,-109.20
17432,7.80,-943.80,-62.40
17460,31.20,-975.00,-101.40
17481,0.00,-975.00,-62.40
