Time (ms),X (mm^s-2),Y (mm^s-2),Z (mm^s-2)
9258,-351.00,-2020.20,741.00
9276,1583.40,218.40,-2761.20
9293,436.80,-1497.60,7.80
9311,1053.00,-748.80,-4477.20
9366,-3666.00,6895.20,-2808.00
9383,-7371.00,-3689.40,3112.20
9401,-4251.00,-725.40,2496.00
9419,-2230.80,-1201.20,-1809.60
9437,-2613.00,1544.40,-881.40
9454,-1458.60,-1357.20,-1950.00
9472,-1755.00,-1521.00,117.00
9490,-1669.20,-1669.20,1747.20
9507,-1996.80,-2215.20,-912.60
9531,-764.40,-2035.80,390.00
9549,-733.20,0.00,-951.60
9566,-858.00,-1692.60,-546.00
9584,-951.60,-920.40,405.60
9601,-569.40,-904.80,-514.80
9619,-405.60,265.20,826.80
9637,-413.40,709.80,-62.40
9654,-561.60,-920.40,179.40
9672,-13696.80,-13260.00,-2308.80
9690,998.40,-335.40,725.40
9707,1162.20,624.00,265.20
9725,717.60,-3057.60,-234.00
9743,-249.60,-413.40,0.00
9760,-70.20,-499.20,0.00
9777,-218.40,-1240.20,-351.00
9795,-148.20,-702.00,-304.20
9813,-218.40,-1411.80,-218.40
9830,-117.00,-920.40,-171.60
9854,-39.00,-912.60,-288.60
9872,-101.40,-998.40,-249.60
9889,-140.40,-881.40,-109.20
9907,-148.20,-998.40,0.00
9924,-140.40,-936.00,0.00
9942,-140.40,-998.40,31.20
9959,-140.40,-1060.80,31.20
9989,-132.60,-1014.00,23.40
10007,-132.60,-975.00,-70.20
10024,-156.00,-959.40,-109.20
10042,-148.20,-982.80,-101.40
10059,-109.20,-990.60,-148.20
10077,-78.00,-998.40,-85.80
10095,-124.80,-975.00,-101.40
10112,-124.80,-975.00,-85.80
10130,-132.60,-943.80,-148.20
10147,-132.60,-982.80,-101.40
10180,-140.40,-967.20,-163.80
10198,-156.00,-920.40,-226.20
10215,-132.60,-928.20,-163.80
10233,-140.40,-998.40,-156.00
10251,-140.40,-951.60,-187.20
10268,-132.60,-967.20,-187.20
10301,-148.20,-951.60,-101.40
10319,-109.20,-990.60,-179.40
10336,-132.60,-967.20,-156.00
10354,-140.40,-998.40,-124.80
10372,-101.40,-967.20,-109.20
10389,-148.20,-928.20,-140.40
10407,-132.60,-936.00,-132.60
10425,-132.60,-951.60,-124.80
10442,-140.40,-959.40,-124.80
10460,-117.00,-936.00,-156.00
10483,-101.40,-967.20,-163.80
10501,-156.00,-943.80,-226.20
10527,-132.60,-920.40,-148.20
10545,-163.80,-967.20,-163.80
10562,-132.60,-959.40,-93.60
10580,-140.40,-967.20,-117.00
10598,-132.60,-967.20,-163.80
10615,-124.80,-959.40,-187.20
10633,-132.60,-951.60,-124.80
10651,-132.60,-928.20,-132.60
10668,-109.20,-967.20,-179.40
10686,-109.20,-982.80,-156.00
10703,-132.60,-936.00,-109.20
10721,-132.60,-951.60,-163.80
10739,-140.40,-982.80,-163.80
10756,-148.20,-959.40,-179.40
10774,-132.60,-967.20,-140.40
10796,-132.60,-967.20,-132.60
10814,-132.60,-951.60,-132.60
10832,-117.00,-943.80,-195.00
10850,-132.60,-920.40,-171.60
10867,-132.60,-967.20,-140.40
10885,-132.60,-959.40,-132.60
10914,-140.40,-920.40,-101.40
10932,-124.80,-943.80,-163.80
10950,-109.20,-967.20,-171.60
10968,-132.60,-936.00,-140.40
10985,-109.20,-998.40,-148.20
11003,-148.20,-975.00,-179.40
11021,-132.60,-951.60,-132.60
11039,-132.60,-936.00,-171.60
11056,-187.20,-959.40,-163.80
11074,-140.40,-975.00,-156.00
11098,-132.60,-967.20,-132.60
11115,-140.40,-975.00,-156.00
11133,-101.40,-998.40,-148.20
11151,-132.60,-951.60,-148.20
11169,-163.80,-951.60,-124.80
11196,-148.20,-936.00,-163.80
11213,-101.40,-967.20,-163.80
11246,-140.40,-943.80,-163.80
11264,-124.80,-975.00,-148.20
11282,-148.20,-975.00,-163.80
11299,-132.60,-967.20,-124.80
11317,-132.60,-975.00,-156.00
11335,-140.40,-967.20,-62.40
11352,-124.80,-943.80,-140.40
11370,-156.00,-943.80,-163.80
11388,-132.60,-982.80,-171.60
11406,-124.80,-943.80,-148.20
11429,-132.60,-967.20,-140.40
11447,-163.80,-920.40,-132.60
11465,-140.40,-975.00,-179.40
11482,-163.80,-936.00,-163.80
11500,-140.40,-975.00,-171.60
11518,-132.60,-951.60,-101.40
11535,-132.60,-951.60,-156.00
11553,-132.60,-951.60,-140.40
11571,-124.80,-990.60,-187.20
11589,-132.60,-936.00,-101.40
11606,-117.00,-936.00,-187.20
11624,-163.80,-943.80,-163.80
11642,-156.00,-967.20,-179.40
11660,-132.60,-943.80,-156.00
11686,-132.60,-998.40,-179.40
11704,-148.20,-928.20,-117.00
11721,-132.60,-959.40,-171.60
11745,-132.60,-967.20,-163.80
11763,-163.80,-936.00,-132.60
11780,-132.60,-975.00,-140.40
11798,-148.20,-936.00,-148.20
11816,-124.80,-967.20,-195.00
11846,-132.60,-951.60,-148.20
11863,-132.60,-936.00,-132.60
11881,-148.20,-936.00,-148.20
11899,-171.60,-943.80,-171.60
11916,-140.40,-967.20,-124.80
11934,-124.80,-975.00,-179.40
11952,-132.60,-936.00,-140.40
11970,-156.00,-943.80,-171.60
11987,-132.60,-951.60,-117.00
12005,-171.60,-920.40,-163.80
12023,-132.60,-967.20,-140.40
12046,-132.60,-975.00,-140.40
12064,-156.00,-943.80,-163.80
12082,-109.20,-982.80,-156.00
12099,-132.60,-943.80,-171.60
12117,-132.60,-951.60,-171.60
12135,-124.80,-982.80,-171.60
12153,-117.00,-936.00,-156.00
12186,-148.20,-943.80,-140.40
12204,-156.00,-943.80,-179.40
12231,-132.60,-982.80,-156.00
12249,-109.20,-967.20,-140.40
12266,-132.60,-951.60,-163.80
12284,-163.80,-943.80,-132.60
12302,-132.60,-967.20,-156.00
12320,-140.40,-959.40,-187.20
12337,-132.60,-928.20,-163.80
12355,-109.20,-998.40,-140.40
12379,-93.60,-982.80,-148.20
12396,-140.40,-959.40,-202.80
12414,-124.80,-943.80,-163.80
12432,-140.40,-959.40,-179.40
12450,-117.00,-975.00,-187.20
12468,-132.60,-967.20,-140.40
12485,-132.60,-936.00,-163.80
12503,-140.40,-943.80,-171.60
12521,-163.80,-943.80,-163.80
12539,-109.20,-943.80,-179.40
12556,-140.40,-959.40,-171.60
12574,-140.40,-982.80,-179.40
12592,-171.60,-943.80,-163.80
12610,-148.20,-967.20,-156.00
12627,-148.20,-943.80,-179.40
12645,-109.20,-959.40,-148.20
12669,-132.60,-951.60,-132.60
12687,-132.60,-990.60,-140.40
12704,-101.40,-936.00,-171.60
12722,-140.40,-943.80,-163.80
12740,-132.60,-967.20,-140.40
12769,-109.20,-912.60,-179.40
12787,-109.20,-967.20,-132.60
12805,-163.80,-943.80,-163.80
12823,-140.40,-943.80,-171.60
12840,-163.80,-920.40,-163.80
12867,-132.60,-943.80,-163.80
12885,-132.60,-943.80,-148.20
12902,-163.80,-920.40,-163.80
12920,-132.60,-936.00,-132.60
12938,-140.40,-967.20,-156.00
12956,-163.80,-959.40,-195.00
12974,-132.60,-951.60,-187.20
12997,-109.20,-951.60,-148.20
13015,-124.80,-990.60,-163.80
13033,-132.60,-951.60,-148.20
13050,-171.60,-951.60,-171.60
13068,-132.60,-967.20,-156.00
13086,-148.20,-959.40,-179.40
13104,-132.60,-967.20,-156.00
13137,-132.60,-975.00,-156.00
13154,-156.00,-967.20,-179.40
13172,-132.60,-943.80,-163.80
13190,-124.80,-975.00,-124.80
13207,-101.40,-959.40,-156.00
13225,-156.00,-928.20,-163.80
13252,-101.40,-928.20,-156.00
13270,-101.40,-951.60,-124.80
13288,-132.60,-936.00,-140.40
13312,-124.80,-975.00,-171.60
13329,-109.20,-959.40,-171.60
13347,-132.60,-936.00,-132.60
13365,-117.00,-959.40,-171.60
13382,-117.00,-936.00,-171.60
13400,-124.80,-982.80,-148.20
13418,-132.60,-943.80,-148.20
13436,-132.60,-951.60,-156.00
13453,-132.60,-990.60,-171.60
13471,-132.60,-951.60,-132.60
13489,-109.20,-959.40,-148.20
13507,-140.40,-967.20,-140.40
13524,-140.40,-982.80,-187.20
13542,-109.20,-982.80,-140.40
13560,-132.60,-943.80,-187.20
13577,-132.60,-943.80,-148.20
13595,-140.40,-943.80,-132.60
13619,-117.00,-959.40,-195.00
13637,-117.00,-959.40,-156.00
13654,-132.60,-959.40,-132.60
13672,-109.20,-967.20,-156.00
13702,-148.20,-959.40,-187.20
13719,-132.60,-936.00,-156.00
13737,-156.00,-990.60,-156.00
13755,-117.00,-967.20,-124.80
13772,-148.20,-975.00,-195.00
13790,-132.60,-982.80,-163.80
13808,-132.60,-943.80,-179.40
13825,-140.40,-967.20,-132.60
13843,-163.80,-943.80,-171.60
13861,-132.60,-936.00,-124.80
13879,-124.80,-943.80,-195.00
13896,-132.60,-951.60,-148.20
13920,-109.20,-975.00,-156.00
13938,-132.60,-959.40,-156.00
13955,-148.20,-943.80,-163.80
13973,-140.40,-967.20,-156.00
13991,-140.40,-990.60,-156.00
14008,-148.20,-975.00,-179.40
14034,-132.60,-959.40,-124.80
14052,-132.60,-975.00,-132.60
14085,-140.40,-975.00,-187.20
14102,-163.80,-943.80,-163.80
14120,-109.20,-967.20,-140.40
14138,-109.20,-959.40,-140.40
14155,-148.20,-951.60,-140.40
14173,-140.40,-967.20,-171.60
14191,-140.40,-959.40,-179.40
14208,-132.60,-967.20,-132.60
14226,-140.40,-959.40,-171.60
14259,-140.40,-975.00,-156.00
14276,-132.60,-943.80,-156.00
14294,-109.20,-982.80,-179.40
14312,-117.00,-959.40,-132.60
14329,-140.40,-943.80,-171.60
14347,-140.40,-943.80,-148.20
14365,-132.60,-951.60,-156.00
14382,-140.40,-943.80,-163.80
14400,-101.40,-998.40,-218.40
14417,-132.60,-982.80,-140.40
14435,-132.60,-990.60,-132.60
14453,-101.40,-990.60,-132.60
14470,-132.60,-951.60,-132.60
14488,-140.40,-936.00,-156.00
14506,-124.80,-975.00,-171.60
14523,-132.60,-943.80,-179.40
14547,-132.60,-967.20,-117.00
14564,-163.80,-951.60,-179.40
14582,-132.60,-998.40,-171.60
14600,-117.00,-936.00,-156.00
14629,-163.80,-936.00,-163.80
14647,-132.60,-936.00,-117.00
14664,-140.40,-959.40,-156.00
14682,-132.60,-912.60,-163.80
14699,-132.60,-936.00,-148.20
14717,-140.40,-982.80,-148.20
14735,-132.60,-982.80,-140.40
14752,-132.60,-990.60,-187.20
14770,-132.60,-967.20,-156.00
14788,-148.20,-943.80,-195.00
14805,-132.60,-967.20,-171.60
